"id","gender","age","attnpassed","state","response"
98,1,51,0,"Love",85
98,1,51,0,"Pride",65
99,2,44,1,"Anger",47
99,2,44,1,"Sadness",53
99,2,44,1,"Embarrassment",28
99,2,44,1,"Fear",28
99,2,44,1,"Disgust",42
99,2,44,1,"Guilt",24
99,2,44,1,"Offense",47
99,2,44,1,"Contempt",57
99,2,44,1,"Anxiety",39
99,2,44,1,"Alertness",85
99,2,44,1,"Amusement",81
99,2,44,1,"Awe",31
99,2,44,1,"Satisfaction",70
99,2,44,1,"Joy",95
99,2,44,1,"Gratitude",66
99,2,44,1,"Hope",90
99,2,44,1,"Love",88
99,2,44,1,"Pride",21
100,2,31,1,"Anger",45
100,2,31,1,"Sadness",30
100,2,31,1,"Embarrassment",50
100,2,31,1,"Fear",32
100,2,31,1,"Disgust",50
100,2,31,1,"Guilt",13
100,2,31,1,"Offense",2
100,2,31,1,"Contempt",85
100,2,31,1,"Anxiety",65
100,2,31,1,"Alertness",99
100,2,31,1,"Amusement",100
100,2,31,1,"Awe",85
100,2,31,1,"Satisfaction",100
100,2,31,1,"Joy",100
100,2,31,1,"Gratitude",99
100,2,31,1,"Hope",86
100,2,31,1,"Love",100
100,2,31,1,"Pride",67
101,2,29,1,"Anger",49
101,2,29,1,"Sadness",51
101,2,29,1,"Embarrassment",67
101,2,29,1,"Fear",43
101,2,29,1,"Disgust",32
101,2,29,1,"Guilt",32
101,2,29,1,"Offense",32
101,2,29,1,"Contempt",23
101,2,29,1,"Anxiety",68
101,2,29,1,"Alertness",99
101,2,29,1,"Amusement",99
101,2,29,1,"Awe",68
101,2,29,1,"Satisfaction",83
101,2,29,1,"Joy",99
101,2,29,1,"Gratitude",85
101,2,29,1,"Hope",85
101,2,29,1,"Love",100
101,2,29,1,"Pride",85
102,1,21,1,"Anger",52
102,1,21,1,"Sadness",50
102,1,21,1,"Embarrassment",34
102,1,21,1,"Fear",50
102,1,21,1,"Disgust",49
102,1,21,1,"Guilt",12
102,1,21,1,"Offense",50
102,1,21,1,"Contempt",50
102,1,21,1,"Anxiety",50
102,1,21,1,"Alertness",10
102,1,21,1,"Amusement",14
102,1,21,1,"Awe",85
102,1,21,1,"Satisfaction",100
102,1,21,1,"Joy",100
102,1,21,1,"Gratitude",100
102,1,21,1,"Hope",87
102,1,21,1,"Love",100
102,1,21,1,"Pride",100
