"id","gender","age","attnpassed","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
29,2,29,0,96,82,84,87,78,37,81,32,80,50,11,69,25,76,60,28,60,25,43,74,8,91,64,82,93,86,85,69,26,88,17,70,30,50,50,22,76,81,76,80,89,85,70,85,81,85,50,13,71,21,14,92,68,74,87,75,80,51,27,73,50,75,37,30,26,96,9,17,72,64,85,66,75,75,75,66,50,89,80,82,92,25,8,50,87,92,86,73,25,57,20,42,20,92,73,92,86,9,95,93,86,88,77,15,79,41,90,15,84,51,78,30,78,85,90,80,64,32,67,81,22,32,17,76,14,18,90,96,80,76,83,26,29,28,79,72,90,74,17,21,89,67,21,52,61,88,83,69,76,73,92,83,52,15,88,27,85,17,13,84,18,5,73,85,80,97,26,50,90,64,70,67,12,71,50,38,50,64,62,98,82,18,73,13,97,23,25,25,35,77,50,50,58,32,82,75,24,42,14,70,14,57,14,74,44,40,29,87,89,50,14,84,87,86,83,76,93,90,70,38,32,27,93,28,10,15,71,93,26,75,9,78,37,82,84,15,50,88,61,9,100,26,63,75,32,32,94,66,97,41,32,75,10,79,76,87,50,94,88,87,31,33,18,76,92,92,50,31,80,87,27,79,27,22,63,74,11,7,62,71,25,86,95,54,19,51,65,76,74,50,31,21,7,25,95,81,50,29,63,72,17,90,73,85,50,76,86,87,90,21,71,10,12,56,30,72,61,64,19,68,84,50,25,50,62,52,68,76,52,66,69,70,67,30,19,60,10,31,28,39,18,50
30,2,28,1,92,75,89,77,81,82,51,49,74,76,79,61,91,73,78,81,91,74,90,92,86,82,99,80,76,80,87,74,85,76,27,34,72,76,77,78,79,50,80,78,66,77,76,23,78,89,75,77,25,90,79,79,80,72,75,77,72,82,87,88,69,79,74,78,80,98,6,76,86,89,79,75,92,64,71,72,90,77,77,74,77,76,51,62,83,76,74,82,72,76,90,79,75,77,76,84,71,80,76,77,66,77,82,40,76,76,80,89,86,77,83,77,90,72,73,81,74,78,85,73,81,82,84,50,76,78,74,85,85,76,75,50,96,90,80,75,95,73,76,93,72,85,90,70,85,65,81,76,77,90,72,66,75,82,76,76,74,93,75,78,78,76,83,79,75,88,73,82,89,85,81,87,80,94,85,78,66,94,93,87,74,82,84,80,84,83,81,64,80,71,96,79,79,83,94,72,78,79,85,68,77,76,82,67,74,51,73,82,83,91,80,87,74,86,78,81,75,76,77,84,73,76,80,80,84,79,78,76,90,74,79,87,80,77,79,75,79,88,68,81,69,82,76,77,77,78,86,75,91,94,95,84,79,76,86,88,79,76,28,85,87,77,91,91,86,86,91,88,78,84,80,79,24,25,50,75,88,82,84,74,73,76,81,83,80,81,100,85,76,76,81,50,84,91,77,75,78,86,78,89,86,82,94,77,90,76,32,76,86,84,74,73,87,88,75,82,77,64,86,83,89,79,78,95,89,66,73,51,51,100,69,15,68,0,14,0,15,18,12,0,0,84
31,2,32,1,100,71,77,82,85,75,97,100,66,59,65,0,0,30,45,2,54,60,100,100,82,85,59,74,33,56,81,66,30,58,1,33,1,54,23,35,36,62,100,91,69,82,60,68,100,62,61,67,57,57,58,20,53,25,72,82,86,100,69,68,60,55,91,91,36,76,0,2,2,24,10,19,17,66,64,16,100,75,59,90,54,60,29,18,17,24,1,7,28,0,100,83,88,89,65,100,57,61,87,60,5,1,24,0,30,39,6,14,98,56,63,55,84,6,100,99,59,68,55,13,20,9,54,1,10,58,61,66,91,59,88,24,74,100,56,26,28,0,5,4,0,30,39,12,76,60,100,100,42,66,71,56,100,100,1,7,33,5,4,6,55,0,58,25,62,99,38,53,59,14,87,100,21,27,25,9,26,11,15,2,2,7,56,55,62,5,16,35,16,58,100,66,53,88,55,47,74,67,6,5,24,5,26,45,26,31,44,5,56,100,69,69,58,70,98,89,2,1,56,3,0,0,2,34,55,18,90,90,100,93,92,65,86,99,2,39,82,11,24,10,8,22,27,61,86,93,79,100,82,83,93,100,1,5,95,60,0,56,53,4,75,61,79,79,95,98,100,59,85,62,8,61,29,15,4,42,25,15,93,54,35,36,70,76,91,100,67,61,12,6,55,9,10,38,2,6,55,53,75,94,87,100,96,76,100,86,11,8,42,68,4,22,13,1,16,31,88,79,72,92,87,96,100,100,85,33,31,33,67,34,50,66,48,13,0,35,0,0,0,50,0,69
32,2,53,1,100,51,76,67,98,54,100,93,64,62,18,16,7,16,8,7,30,23,77,100,76,78,63,97,68,86,97,20,1,13,17,17,31,18,32,13,51,47,100,84,76,98,98,58,76,85,24,24,37,32,14,12,66,18,88,75,91,100,86,84,90,58,100,46,35,24,24,24,19,15,47,41,95,53,95,90,100,85,91,99,90,82,12,29,17,5,7,14,12,11,77,95,98,92,84,100,93,98,97,24,23,46,10,6,6,21,45,87,87,81,67,86,96,88,100,88,50,56,8,16,14,12,19,25,14,16,93,78,8,98,99,68,89,100,89,27,47,38,31,61,16,23,30,36,81,99,99,76,94,83,92,74,100,50,38,88,16,45,33,52,64,44,62,83,73,70,61,74,69,62,60,100,75,82,89,79,75,89,89,80,15,18,91,36,12,65,39,6,77,86,100,83,97,98,90,92,92,67,17,16,77,24,36,43,7,64,15,93,97,100,90,98,94,96,99,93,14,30,16,20,11,23,24,22,15,77,99,95,100,99,99,95,99,98,13,33,36,29,16,15,10,15,15,89,97,99,84,100,98,92,99,91,3,46,21,46,38,16,8,39,45,75,78,92,98,98,100,93,97,95,43,50,22,12,9,51,21,48,25,89,92,96,96,94,96,100,96,77,17,25,2,19,16,54,12,2,49,32,75,90,89,89,93,92,100,83,15,25,7,13,7,10,9,15,25,96,35,83,98,82,98,63,97,100,75,21,51,32,65,32,90,50,30,16,51,15,15,16,16,16,16,67
33,1,36,1,100,93,94,89,92,95,76,84,80,50,20,61,31,17,10,27,26,29,85,100,86,87,94,93,71,64,89,50,23,74,24,25,17,50,29,24,96,83,100,89,92,95,69,78,83,55,15,66,21,7,26,32,50,30,93,84,76,100,33,90,79,75,69,78,84,85,75,81,21,75,16,25,87,93,70,93,100,81,83,76,70,53,14,76,9,20,12,51,43,17,79,74,79,78,83,100,89,77,73,71,33,50,31,20,16,20,24,29,69,78,63,79,78,70,100,70,75,58,17,35,32,25,30,32,29,51,78,73,69,90,65,50,79,100,69,50,35,51,66,50,17,21,43,31,81,86,94,87,63,82,58,63,100,77,63,67,65,57,71,61,82,27,21,52,16,88,73,37,64,69,63,100,52,82,64,22,74,69,73,56,22,13,22,26,29,3,30,38,65,69,100,72,87,91,64,70,88,76,25,44,51,42,87,25,49,38,62,64,87,100,87,76,74,82,84,71,13,19,20,35,20,26,33,30,59,67,98,85,100,95,73,93,81,85,28,21,24,17,5,8,24,23,74,74,91,84,92,100,78,73,97,86,23,25,29,36,20,26,6,16,33,50,86,80,80,90,100,86,82,82,28,24,26,29,34,25,50,40,57,38,67,50,89,91,73,100,86,76,15,13,57,18,14,12,34,28,63,61,88,78,80,87,84,79,100,89,37,26,26,25,10,25,85,24,58,59,63,80,86,86,66,83,100,100,74,75,88,89,89,82,53,87,70,21,14,70,16,15,20,38,0,9
34,2,29,0,100,91,96,100,38,70,100,0,65,79,0,0,0,0,0,0,0,0,83,100,80,85,62,87,42,0,80,72,0,0,0,0,0,41,29,0,84,83,100,100,40,100,80,0,85,100,3,0,0,0,0,0,0,0,93,84,100,100,60,84,98,0,100,100,0,0,89,0,0,0,0,0,72,55,69,0,100,69,100,0,66,93,0,0,0,0,0,0,0,0,78,89,79,61,41,100,12,0,100,92,31,0,0,0,0,0,3,0,89,84,100,100,95,69,78,0,100,100,0,0,0,5,0,0,8,77,0,0,0,0,0,0,15,100,0,100,63,95,100,100,100,100,100,100,97,100,95,100,70,96,99,0,76,100,35,3,0,0,0,0,78,12,100,81,100,93,76,97,100,71,89,100,100,85,71,86,81,87,76,40,0,0,0,0,7,0,0,45,0,98,100,97,77,100,56,58,75,63,0,26,0,0,0,0,0,88,0,71,70,100,90,98,97,73,100,93,0,0,0,0,0,0,66,100,0,64,77,100,100,100,100,92,100,100,0,67,0,0,0,0,0,93,0,71,95,100,100,100,100,100,100,100,0,40,0,0,0,0,0,100,0,92,37,100,96,91,100,97,100,98,0,55,0,72,65,66,30,99,60,100,56,100,100,95,100,100,100,82,0,18,3,0,0,0,31,84,69,88,86,100,100,100,92,92,100,100,1,0,0,7,0,0,67,87,18,76,76,100,100,100,100,100,82,100,84,85,85,67,85,85,100,0,51,0,15,32,0,16,15,32,0,33
35,1,28,0,100,81,76,86,84,61,93,89,77,30,21,24,18,18,10,12,76,19,90,99,98,86,61,85,86,87,88,10,8,15,12,23,5,23,50,13,59,81,100,60,30,73,57,34,81,37,9,25,17,13,65,21,77,33,74,59,68,100,77,60,27,89,73,65,16,33,27,8,13,23,64,20,83,80,74,77,100,89,100,66,47,11,25,21,44,8,34,4,15,21,75,80,92,76,84,100,30,76,69,32,16,12,34,13,14,11,26,61,75,41,76,74,81,30,100,79,78,10,23,20,25,17,24,13,13,14,98,85,92,81,79,67,82,100,89,21,6,33,13,13,15,21,26,19,64,63,89,84,76,26,86,37,100,30,2,24,14,13,20,16,73,13,34,35,23,58,56,22,31,30,79,100,31,24,25,60,30,50,21,33,3,10,18,25,0,22,34,18,11,9,99,57,76,78,28,61,77,79,15,10,71,36,14,37,23,10,65,83,63,100,38,65,43,46,27,25,9,10,16,16,7,20,14,12,12,20,92,73,100,85,71,85,88,60,24,13,8,6,20,10,14,31,17,24,94,78,94,100,88,81,97,68,14,32,15,13,8,14,10,16,21,25,66,77,60,68,100,65,85,61,8,30,15,16,16,23,18,4,23,67,75,76,35,65,75,100,76,85,23,15,15,24,17,19,13,12,23,31,50,38,60,85,67,65,100,78,14,17,34,21,5,15,17,17,15,36,25,43,83,58,33,28,65,100,15,32,33,50,50,30,31,31,28,18,31,50,50,29,50,50,14,51
36,1,40,1,91,66,63,62,72,67,74,85,64,50,23,25,25,22,24,25,50,50,63,90,63,66,50,65,50,50,63,50,27,50,25,16,23,24,60,16,66,50,90,25,50,63,63,50,74,35,50,23,50,50,50,30,64,50,50,60,50,91,50,67,50,65,76,50,24,50,25,25,24,32,23,50,88,50,50,50,90,65,75,67,75,50,14,25,25,18,24,14,12,50,66,73,76,75,50,92,50,61,64,50,50,30,59,24,26,26,60,63,87,38,63,50,73,50,91,71,50,50,23,50,23,24,24,14,13,50,77,50,50,65,86,65,72,93,72,50,23,11,25,24,25,25,24,28,64,77,50,86,50,69,50,76,92,50,38,32,23,24,24,24,50,50,50,50,50,65,50,50,50,50,50,91,50,75,50,50,50,50,50,50,27,35,50,24,21,50,14,11,33,50,93,64,76,77,65,50,63,50,24,30,34,24,11,14,16,20,40,50,74,89,75,76,77,67,77,50,15,23,24,22,14,31,24,31,35,50,76,76,91,75,65,65,84,50,12,12,27,16,24,24,20,11,14,50,77,88,83,90,61,76,73,50,31,41,27,25,24,50,26,32,50,50,64,76,76,76,91,64,76,50,25,62,35,50,24,50,25,24,50,50,50,77,76,76,61,91,76,50,35,37,67,50,8,38,8,29,50,50,50,77,76,77,77,63,90,50,50,24,50,30,25,16,33,50,50,50,27,50,50,50,50,50,50,90,50,50,50,67,68,50,50,50,65,32,15,68,33,50,33,50,16,67
37,2,65,0,76,63,70,59,92,72,77,89,93,43,18,11,4,8,6,23,37,88,75,72,82,73,78,79,83,76,95,24,34,6,5,40,3,36,24,25,16,73,59,76,7,85,62,37,89,12,19,7,12,14,23,4,65,60,14,70,86,80,26,99,82,6,100,71,1,5,6,3,9,2,6,17,81,72,25,89,80,74,94,96,64,59,4,8,4,10,4,4,1,9,42,65,93,95,36,81,99,15,100,12,15,4,9,4,22,6,4,22,93,58,81,80,76,89,96,79,90,58,9,9,2,3,4,10,10,77,93,24,58,80,94,57,98,63,58,29,13,4,4,8,9,2,1,58,76,86,94,100,69,100,95,90,80,87,6,19,9,4,15,3,7,12,93,9,62,100,63,92,6,57,89,96,80,93,76,88,75,91,87,66,3,32,0,8,14,7,25,37,6,91,89,90,85,98,82,86,91,74,5,4,25,4,1,6,5,5,5,92,83,100,95,100,100,100,100,72,19,10,15,17,8,28,17,5,11,85,81,100,87,100,98,93,98,96,9,7,4,4,8,13,5,17,4,82,87,100,94,93,100,96,100,32,3,9,29,63,11,20,35,28,25,88,85,100,99,99,100,100,99,18,35,77,16,13,9,66,4,4,5,88,88,100,86,100,100,97,99,69,5,2,37,2,3,2,4,2,10,77,74,89,99,97,100,99,99,15,81,20,9,12,6,4,34,74,12,66,65,55,88,31,31,80,70,89,84,85,84,84,87,84,86,100,85,17,0,33,16,16,0,0,0,85
38,2,61,0,83,39,45,28,86,28,62,77,30,0,16,3,25,38,0,0,59,76,17,83,11,26,68,24,76,25,76,89,32,0,5,27,61,37,27,8,26,25,60,65,30,41,26,2,74,43,58,0,6,41,56,14,75,23,41,60,60,92,35,26,55,55,65,60,27,6,3,13,17,25,67,13,76,25,0,63,100,26,43,100,25,64,37,3,2,5,4,9,76,2,25,5,71,22,4,79,25,43,53,11,23,10,5,3,6,12,58,4,55,6,35,24,58,2,60,77,21,79,24,25,0,19,1,42,13,12,60,21,5,70,100,15,78,63,40,88,8,24,14,24,5,11,16,0,27,25,57,25,2,26,30,16,62,69,60,0,0,40,23,56,16,7,96,54,30,84,24,24,63,76,81,95,79,88,92,91,87,71,76,77,5,10,70,33,10,5,25,5,40,81,92,62,97,85,84,78,92,87,8,0,2,25,0,0,11,3,25,78,79,89,89,91,90,90,78,86,5,2,17,6,38,1,3,3,7,26,97,91,100,100,93,90,100,89,25,26,37,25,6,2,3,5,14,75,94,88,98,96,93,86,90,91,5,15,26,38,0,3,25,0,2,91,76,93,85,100,96,90,83,87,42,25,25,26,1,10,1,12,15,72,90,94,90,97,87,83,89,95,25,70,77,17,20,0,25,9,31,70,93,94,92,100,98,88,99,85,57,40,32,9,1,0,0,8,15,99,90,88,85,100,77,76,98,100,54,68,68,83,50,84,69,50,69,2,32,50,34,17,34,17,69,51
39,1,36,0,100,100,100,100,100,37,100,100,100,84,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,78,100,0,0,0,0,0,0,0,0,0,79,0,100,65,0,100,76,28,100,0,0,0,0,0,0,0,78,0,100,100,0,100,50,0,0,100,100,100,0,100,0,0,0,0,3,0,100,100,100,100,100,75,18,100,100,100,0,0,0,0,0,0,0,0,63,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,100,35,77,100,75,100,100,0,0,0,0,0,74,0,0,0,0,0,100,78,0,40,100,0,100,100,100,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,50,100,100,100,100,76,78,100,100,0,0,0,77,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,0,1,0,0,0,0,100,0,100,100,100,79,79,100,100,0,0,0,0,0,0,0,0,13,100,100,100,100,100,100,100,100,100,0,0,20,0,0,0,21,0,0,78,100,100,100,100,100,100,91,0,0,76,0,0,0,23,0,0,0,100,100,77,100,100,100,100,100,100,0,0,0,0,0,0,0,0,75,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,81,50,0,100,100,0,100,100,100,68,84,83,84,66,100,67,100,100,0,15,66,15,0,0,0,0,0
40,1,48,0,100,76,78,89,94,76,89,75,85,75,9,38,15,13,0,13,0,66,92,100,76,63,76,88,76,76,76,39,12,34,5,25,10,1,11,29,87,64,100,86,66,90,74,67,78,39,75,27,18,7,0,13,17,4,86,86,85,100,88,18,76,84,100,73,8,66,0,0,27,15,25,42,88,100,76,83,100,84,65,96,85,77,11,100,24,30,0,28,10,8,78,89,92,76,89,100,71,90,100,76,3,48,0,5,23,9,0,34,89,64,75,76,100,75,100,70,76,33,8,63,26,62,75,0,14,0,76,76,69,88,88,76,65,100,67,32,24,39,26,11,36,11,9,17,89,76,76,100,84,92,61,78,100,76,26,43,12,14,12,37,75,13,100,75,91,97,65,76,75,63,84,100,76,89,75,38,75,81,99,81,11,4,0,2,28,0,45,12,10,75,100,75,100,91,57,81,68,77,64,23,63,68,25,9,85,32,11,76,95,100,87,89,76,77,100,82,5,0,10,28,19,70,76,17,7,76,100,68,100,97,72,95,99,97,18,13,51,12,9,26,39,37,7,76,100,76,100,100,99,100,98,100,26,76,51,28,0,24,36,36,30,89,76,62,100,85,100,94,94,76,39,18,34,12,3,24,33,24,26,62,85,75,88,88,76,100,95,77,11,20,10,26,28,13,24,2,37,77,89,100,98,89,88,85,100,89,41,15,58,70,23,0,24,29,31,61,77,91,100,93,85,78,89,100,33,58,58,63,44,56,48,53,64,10,38,33,34,31,35,35,35,45
41,1,36,1,100,87,100,99,100,50,100,100,97,100,3,100,1,1,1,13,61,71,2,100,96,99,99,95,68,99,94,70,2,72,0,2,1,1,0,5,100,98,100,100,78,100,100,68,100,73,1,35,1,1,5,4,38,4,100,98,100,100,88,99,86,74,100,70,70,94,18,11,0,15,3,38,99,99,67,92,100,87,100,99,93,76,65,64,14,2,3,0,3,0,67,97,99,71,20,100,4,85,98,76,58,2,1,3,2,0,15,0,100,78,98,86,89,69,100,100,99,98,15,36,7,6,2,2,2,16,100,100,92,100,91,33,99,100,83,84,2,72,5,0,28,1,2,4,100,100,100,100,98,99,72,99,100,87,4,86,6,19,3,66,95,7,100,3,98,98,62,87,100,100,100,100,67,87,94,61,67,93,81,88,5,4,2,15,29,7,25,5,59,62,100,100,92,92,17,69,99,37,62,5,33,5,6,2,68,2,75,77,93,100,95,100,69,67,97,60,1,0,2,1,2,1,9,13,20,61,98,99,100,100,100,62,100,99,0,0,0,9,4,0,2,0,1,78,95,95,100,100,100,98,100,100,2,1,6,6,1,3,9,2,54,63,71,99,69,89,100,100,100,98,11,7,3,1,0,1,8,27,30,75,66,83,40,96,95,100,100,100,50,75,32,80,3,31,27,18,97,99,95,100,100,97,92,100,100,93,6,0,1,10,0,0,2,5,4,80,35,87,100,98,100,66,98,100,65,93,97,98,95,98,94,85,96,0,17,75,7,10,8,3,25,5
42,2,35,1,100,63,86,38,76,60,100,97,28,2,25,16,0,0,0,3,65,17,77,100,65,50,78,73,65,58,87,21,20,25,0,12,15,1,50,30,63,34,100,80,21,91,62,28,90,16,36,61,32,18,76,22,74,13,72,23,3,100,23,35,24,79,89,0,18,41,23,9,0,25,50,37,95,32,76,62,100,38,91,79,40,0,19,50,0,0,15,0,41,0,64,40,36,69,8,100,14,77,92,8,51,0,61,38,27,17,50,0,74,0,32,27,80,4,100,30,35,0,25,26,5,0,0,3,22,0,90,73,79,50,92,59,90,100,19,23,18,9,0,2,67,5,55,14,39,69,79,93,29,85,74,76,98,50,34,24,0,61,25,37,52,29,78,0,23,36,0,3,0,81,18,100,21,21,27,23,8,24,0,0,25,26,36,14,22,14,25,9,24,12,100,80,92,73,67,76,87,81,23,26,46,24,34,31,0,17,0,26,77,100,76,81,79,83,81,100,18,4,0,0,6,0,0,15,12,20,72,24,100,85,79,70,80,83,0,0,14,0,3,0,0,0,16,2,95,90,81,100,81,71,50,88,17,53,22,18,22,21,2,13,24,0,22,97,76,84,100,23,100,90,14,50,0,23,18,55,3,0,32,0,59,24,72,84,45,100,78,68,68,25,23,70,33,42,0,27,26,34,87,82,73,76,80,66,100,81,0,0,30,8,0,7,12,0,1,0,77,84,83,81,78,77,93,100,68,50,50,50,66,33,66,50,15,67,15,50,34,66,0,50,15,50
43,2,23,0,98,65,74,84,92,45,94,15,93,94,14,16,10,4,16,21,4,18,34,88,71,73,25,99,91,75,90,73,24,26,15,9,25,14,41,9,63,91,100,74,81,83,89,59,85,85,71,25,13,33,23,34,15,22,68,93,76,100,80,89,61,15,100,87,30,19,27,20,8,60,10,20,86,62,88,87,98,54,98,83,100,93,16,87,6,22,11,8,4,32,86,88,73,85,76,100,72,45,96,63,14,32,15,26,62,16,31,30,80,58,91,63,64,34,94,82,63,79,12,13,8,11,17,32,1,40,83,71,75,61,75,80,81,100,71,33,26,31,23,12,71,15,34,14,87,96,95,100,95,99,76,77,100,100,19,20,35,34,29,62,63,29,76,36,62,85,84,36,80,73,98,67,20,33,22,69,36,38,40,59,8,9,8,5,2,13,9,24,17,32,100,11,80,87,78,70,77,72,3,28,14,34,14,68,35,36,11,40,79,99,61,69,71,86,99,64,1,5,13,14,34,0,46,21,0,3,78,79,75,88,89,93,93,80,12,11,7,18,3,0,1,13,14,14,87,73,78,96,98,89,94,76,25,10,15,32,12,51,35,29,9,30,75,89,86,88,100,72,98,76,18,27,25,36,17,32,26,69,33,32,80,94,65,79,72,100,76,63,25,37,24,0,2,24,7,23,15,14,68,74,73,77,86,84,100,65,38,33,33,23,4,18,22,27,1,27,81,43,63,83,64,71,85,100,33,36,39,42,33,33,32,50,17,22,13,50,36,22,34,50,14,51
44,1,22,0,100,20,41,57,59,24,79,30,68,27,33,28,18,31,41,27,28,25,19,91,17,65,66,77,34,23,61,24,32,24,25,8,28,30,18,30,35,69,83,41,74,74,24,33,61,32,17,51,37,75,21,34,32,23,28,67,20,26,68,33,27,50,32,26,33,17,39,13,25,22,25,29,66,76,59,79,92,28,67,74,38,22,27,21,40,9,26,25,30,37,65,62,22,70,66,76,68,50,73,13,28,27,21,33,26,31,20,24,79,21,35,25,34,28,85,35,40,20,41,27,41,23,25,22,30,55,26,50,25,30,31,25,51,90,27,72,16,29,69,82,37,0,25,40,25,30,29,35,64,80,29,34,100,22,27,18,31,24,17,31,26,19,27,22,38,42,19,29,28,27,82,97,81,85,32,72,50,79,85,84,27,33,21,20,24,32,38,28,27,86,76,87,81,66,75,77,75,79,29,65,27,42,50,44,27,69,23,80,75,86,87,50,22,88,83,73,33,31,22,28,4,28,27,37,33,77,81,86,100,89,85,81,84,76,5,18,32,25,32,25,32,31,27,70,76,72,79,92,81,74,79,93,26,19,33,22,22,26,29,25,33,80,52,70,81,80,98,82,86,68,31,26,69,68,36,32,27,78,23,27,81,50,76,78,50,98,78,65,31,35,32,20,25,23,30,30,20,85,83,65,76,78,77,75,100,74,68,30,85,33,26,78,30,38,22,37,74,48,78,81,65,87,18,84,55,79,83,100,98,74,82,87,50,22,50,50,19,27,50,39,36,50
45,2,43,0,100,74,76,85,85,93,86,95,89,56,5,13,19,11,12,10,19,50,84,100,33,65,84,67,56,67,71,33,14,15,24,35,32,6,75,31,75,50,100,62,72,89,35,42,64,58,51,42,45,24,18,15,44,6,38,37,85,100,36,42,17,62,87,93,17,4,16,10,7,30,21,13,95,42,62,77,100,92,94,85,76,61,11,3,62,30,12,15,13,24,84,37,42,36,76,100,43,83,91,47,42,9,89,19,9,61,57,9,69,14,62,32,65,25,100,63,75,50,16,29,36,6,21,33,6,17,91,42,67,64,97,74,95,100,76,25,11,10,9,11,8,12,15,10,85,60,63,93,85,65,76,76,100,75,10,7,24,18,10,32,59,6,69,18,70,76,50,57,73,75,75,100,76,70,61,88,66,58,87,65,10,17,87,38,14,11,11,8,11,70,100,66,74,96,66,78,87,54,3,28,32,10,13,11,29,15,9,61,60,100,70,85,77,88,84,65,24,21,28,18,5,89,18,30,34,60,76,57,100,86,80,70,99,97,25,6,37,31,14,16,6,6,25,77,97,77,88,100,82,82,90,83,13,14,31,58,11,12,6,25,9,67,81,90,80,94,100,82,81,79,15,59,33,17,35,13,15,5,11,68,76,92,76,82,81,100,88,81,32,58,32,12,2,64,40,8,31,79,82,95,91,98,77,93,100,87,32,12,17,9,17,10,24,11,4,54,62,65,66,65,66,75,89,100,68,67,99,92,98,93,96,99,76,15,21,69,33,33,51,50,16,68
46,1,30,1,100,54,25,58,65,80,85,70,26,34,27,4,9,26,11,11,10,8,20,100,61,64,32,19,61,62,51,25,15,32,15,12,9,10,43,20,31,34,100,66,65,72,76,76,39,40,23,9,25,20,24,23,23,18,40,62,21,100,34,61,29,33,73,54,24,8,19,15,16,19,13,14,63,37,66,37,100,57,75,67,42,9,9,2,9,25,63,17,7,11,61,62,76,63,34,100,65,78,57,22,15,16,34,36,19,16,24,36,36,17,61,41,64,75,100,70,33,21,18,10,10,12,13,24,10,17,63,62,44,55,63,76,57,100,23,60,18,12,24,6,10,7,35,26,50,61,83,87,62,67,32,67,100,31,5,21,28,12,19,32,21,29,68,13,73,84,39,46,60,70,73,100,20,66,41,22,19,31,24,28,29,8,20,19,25,19,25,14,62,27,100,67,80,85,74,61,79,38,13,21,11,11,12,30,24,7,18,41,33,100,20,32,43,57,37,16,27,19,8,13,21,15,13,21,16,17,60,76,100,68,83,64,89,80,18,13,13,11,15,13,11,11,17,27,80,75,79,100,80,67,88,59,19,17,44,8,20,20,11,62,18,24,62,66,95,64,100,71,80,24,13,22,31,15,16,31,19,31,17,40,59,85,66,55,69,100,92,68,6,15,13,6,9,14,10,24,29,13,28,24,25,45,40,58,100,36,19,15,22,19,7,15,16,36,38,32,35,42,67,64,62,34,37,100,38,57,56,47,66,70,69,72,51,24,22,34,19,14,15,23,3,42
